Index,MeanRedund,StdevRedund,SSM,Pop_Ix,Genre
195,64.12102416,10.73604537,,57,Pop
196,65.15517944,10.17351008,,57,Pop
197,62.58749486,12.00950432,,58,Pop
198,57.92282878,11.17484546,,60,Pop
199,57.08957825,11.18554466,,55,Pop
200,58.19470273,11.52766235,,60,Pop
350,59.2,14.5,0.748,71,Pop
351,49.3,15.4,0.727,66,Pop
352,52.3,14.3,0.729,70,Pop
353,63.8,14.7,0.86,72,Pop
354,57.9,14.2,0.803,73,Pop
355,64.1,13,0.67,72,Pop
356,71.3,14.4,0.882,79,Pop
357,58.1,14.7,0.813,76,Pop
358,57.6,13.6,0.726,85,Pop
359,53.6,13.6,0.671,79,Pop
360,58.7,16,0.767,81,Pop
361,59.1,14.2,0.811,82,Pop
362,71,13.4,0.713,77,Pop
363,54.8,14,0.774,82,Pop
364,53,12.8,0.708,86,Pop
365,55.5,14.4,0.75,87,Pop
366,55.5,15,0.808,83,Pop
367,60.3,12.2,0.802,81,Pop
368,56.8,13.5,0.743,85,Pop
369,57.6,13.3,0.722,82,Pop
370,65.6,13,0.82,86,Pop
371,62.5,15,0.806,78,Pop
372,65.3,12,0.85,77,Pop
373,58.7,12.4,0.794,77,Pop
374,62.2,18.3,0.825,84,Pop
375,63.9,14.5,0.761,84,Pop
376,66.7,13.1,0.8,83,Pop
377,55,13.6,0.71,80,Pop
378,63.1,13.5,0.613,85,Pop
379,65.8,13.4,0.842,79,Pop
380,55.5,13.7,0.782,79,Pop
381,62.8,15.7,0.795,86,Pop
382,58.1,13.8,0.86,85,Pop
383,60.1,13.7,0.78,78,Pop
384,70,15.1,0.827,86,Pop
385,66.5,11.5,0.766,87,Pop
386,68.1,15.8,0.781,80,Pop
387,53.8,15.2,0.899,86,Pop
388,54.1,12.3,0.703,76,Pop
389,71.8,16.6,0.825,86,Pop
390,59.7,15.6,0.785,82,Pop
391,65.9,12.1,0.859,80,Pop
392,56.8,13.2,0.867,82,Pop
393,62.5,13.9,0.82,84,Pop
394,57.6,12.9,0.797,89,Pop
395,63.8,16.8,0.707,77,Pop
396,55.4,14.9,0.796,87,Pop
397,69.4,13.5,0.784,80,Pop
398,55.4,17,0.792,86,Pop
399,57.3,14,0.778,88,Pop
400,56.2,14.9,0.768,82,Pop
401,52.7,15.1,0.77,77,Pop
402,60.1,14.7,0.665,79,Pop
403,60,15.4,0.724,85,Pop
404,57.5,16.9,0.672,83,Pop
405,62.6,15,0.752,83,Pop
406,69.1,12.9,0.91,78,Pop
407,61.2,13.1,0.626,79,Pop
408,63.4,14.3,0.826,84,Pop
409,64.3,13.5,0.759,79,Pop
410,61.2,11.9,0.764,77,Pop
411,60.2,14.5,0.833,86,Pop
412,58.5,12.5,0.703,76,Pop
413,57.9,15.2,0.738,84,Pop
414,63,13,0.917,87,Pop
415,55.8,14.2,0.8,85,Pop
416,57,15.1,0.763,84,Pop
417,62.3,15.2,0.874,80,Pop
418,57,15.8,0.84,78,Pop
419,59.9,14.9,0.583,91,Pop
420,56,12.1,0.714,82,Pop
421,56.6,12.5,0.923,86,Pop
422,67.8,13.6,0.843,78,Pop
423,55.1,12.9,0.767,76,Pop
424,60.4,15,0.732,85,Pop
425,58.7,11.9,0.817,76,Pop
426,57.1,11.3,0.725,84,Pop
427,52.5,15.3,0.743,77,Pop
428,62.1,14.4,0.79,86,Pop
429,60.6,13.7,0.737,77,Pop
430,59.6,11.9,0.735,86,Pop
431,53.8,12.4,0.749,82,Pop
432,64.4,12.8,0.713,78,Pop
433,66.3,11.8,0.81,81,Pop
434,63.7,13.7,0.768,79,Pop
435,60.4,14.6,0.761,85,Pop
436,58.5,14.1,0.755,83,Pop
437,59.7,15.6,0.742,83,Pop
438,60,12.7,0.807,77,Pop
439,64.2,14.2,0.738,83,Pop
440,59.7,13.8,0.782,77,Pop
441,57.5,15,0.768,78,Pop
442,56.1,13.8,0.79,85,Pop
443,63,13.6,0.88,76,Pop
0,52.3120085299214,12.1862166751397,,0,Country
1,51.7054805154479,13.090706781033,,0,Country
2,53.3251313903488,11.5606224918008,,0,Country
3,58.643258891646,10.9665118323937,,0,Country
4,48.57967429396,12.1435612722203,,2,Country
5,56.8454676566423,11.998379468616,,0,Country
6,55.287366829577,13.267313250603,,0,Country
7,58.4206421186287,13.5262509613445,,0,Country
8,60.5383188288471,10.5436131749664,,0,Country
9,60.1385512584408,12.2348019998707,,0,Country
10,53.1870162297129,12.5022936706511,,0,Country
11,52.1416362726168,12.9064485222112,,0,Country
12,51.7882117882118,12.3712053109195,,0,Country
13,53.5473530485579,11.7228648293134,,0,Country
14,64.011088011088,11.1272284398991,,0,Country
15,50.4436326918508,12.0565003613687,,0,Country
16,56.0053869263441,11.396700120344,,1,Country
17,53.2202034883721,13.5173932870366,,0,Country
18,62.6487291779151,15.0971984811258,,1,Country
19,56.7400055912776,13.0550065111088,,0,Country
20,59.3317384370016,15.2918221378661,,0,Country
21,56.9228483740368,13.3280882189563,,0,Country
22,57.9069957096763,13.8227429064138,,0,Country
23,62.0941073919107,15.0744283230248,,0,Country
24,57.0899598393574,13.9839504558809,,0,Country
25,58.9760397268777,11.8842982841511,,0,Country
26,52.5757575757576,13.2754634123722,,0,Country
27,55.4401392356106,14.4853538130931,,0,Country
28,54.2098685801822,13.0763629964902,,0,Country
29,64.2107921134556,12.9175516998535,,2,Country
30,61.6887634105025,13.0340426380395,,1,Country
31,60.0586148512457,13.6945002175777,,3,Country
32,57.3305416963649,14.2999084033184,,0,Country
33,53.0784894483525,13.9412922591301,,0,Country
34,57.9165100671141,12.3203369600504,,0,Country
35,59.0006060606061,12.199991705427,,0,Country
36,55.872741555381,14.9993965723229,,0,Country
37,56.1338519426711,14.0606856224631,,0,Country
38,56.6716046384555,14.3316627842755,,0,Country
39,64.3152241623407,16.0584439154489,,2,Country
40,58.7838492063492,13.1462947079658,,0,Country
41,63.617218114976,13.23333528456,,0,Country
42,56.4599156118143,12.279758067845,,0,Country
43,61.4293730360617,13.1008497078029,,0,Country
44,57.3336169897884,13.3873055085464,,0,Country
45,53.1338775510204,13.8802471330593,,0,Country
46,58.734555984556,13.4065598041023,,0,Country
47,56.3486912309334,15.4939592089101,,0,Country
48,60.4994475138122,14.5996217796811,,1,Country
49,55.2586956521739,12.3679987600959,,0,Country
50,62.2334811529934,17.7176204630713,,9,Country
51,63.2993315896542,12.9295779809802,,0,Country
52,56.6100128758615,13.8493177424454,,0,Country
53,66.0159387815499,14.0025077494401,,0,Country
54,58.7187608771319,14.1738639526654,,0,Country
55,57.8405373532277,13.5814706014981,,0,Country
56,59.9473366834171,14.3488917311328,,0,Country
57,54.9241584158416,13.405274214539,,0,Country
58,66.0112568244498,14.9422615930293,,0,Country
59,63.1338298352516,14.2687557573037,,0,Country
60,65.014939309057,12.1116855476153,,0,Country
61,51.3323983169706,13.0377354432038,,0,Country
62,55.672131147541,12.067869970386,,2,Country
63,58.9449870440502,13.3577606183742,,0,Country
64,66.363619103072,14.4371225184939,,0,Country
65,57.7282967345546,13.7993775536157,,0,Country
66,57.3971896624771,14.4404332589586,,0,Country
67,55.0099087539207,14.2937022715641,,0,Country
68,57.3947904333412,15.9469149960115,,0,Country
69,56.8232206861239,14.8464442125451,,0,Country
70,58.841029113067,13.0085160456719,,0,Country
71,59.6368348672379,13.9948466966658,,0,Country
72,58.8872595696058,12.3655924302193,,0,Country
76,59.5041114807608,15.1403545489216,,0,Country
77,62.1364834458374,13.9316247800374,,0,Country
78,61.7123947051745,14.5872008914835,,0,Country
79,50.0039075773021,14.2954178728233,,0,Country
80,57.9188679245283,14.1982101795723,,0,Country
81,57.932093335009,13.7669869072008,,0,Country
82,55.6667223614592,13.1149994940882,,0,Country
83,53.5776223776224,15.4227351005999,,0,Country
84,54.9475308641975,14.1882959095498,,0,Country
85,56.2455867082035,14.2886872136027,,0,Country
86,53.9936890418818,14.0903756694318,,0,Country
87,56.1301412872841,14.2876579971075,,0,Country
88,56.6930693069307,13.5059521709764,,0,Country
89,62.0103828492878,12.9566869498699,,0,Country
90,61.6684578579315,12.9752746593755,,0,Country
91,51.3218390804598,14.1762813361491,,1,Country
92,54.6190032603633,15.6932194325806,,1,Country
93,57.9106243154436,12.5836829509145,,0,Country
94,57.3670150987224,13.9958523484739,,0,Country
95,50.4187768752986,14.0462420066614,,0,Country
96,57.0125084516565,12.7959333531856,,3,Country
97,60.109651659094,15.6553540559779,,0,Country
98,59.7735093853515,13.6880265753208,,0,Country
99,51.55085995086,13.0844072475484,,0,Country
100,54.7962135319677,14.6558322286108,,22,Country
101,54.0611067400997,15.0011168578838,,23,Country
102,54.7389038634322,13.2735110860805,,23,Country
103,56.4069154228856,13.6767494151566,,25,Country
104,54.9924820726347,13.7433453344702,,20,Country
105,57.2584097859327,15.6493927299466,,24,Country
106,57.4625244037009,15.3189243325506,,21,Country
107,57.6141514648977,14.516079754297,,21,Country
108,58.2628302994715,12.1310895480092,,19,Country
109,64.9416132097885,13.6685634699995,,24,Country
110,56.192298929141,14.7541614915181,,17,Country
111,64.0805842272145,14.1567783200747,,22,Country
112,59.2841426002327,12.0545447173204,,25,Country
113,60.5883201765555,14.7128453083062,,18,Country
114,57.2783159753785,14.1128642128691,,21,Country
115,56.378640776699,12.8884317214179,,47,Country
116,54.4438311688312,13.9279952920229,,47,Country
117,61.2258423837371,12.9862579921209,,41,Country
118,63.3177452765049,12.2389624646118,,46,Country
119,52.680794907623,12.8398693183664,,38,Country
120,58.4723726977248,13.1489227415947,,50,Country
121,58.8606060606061,10.7845801335175,,33,Country
122,53.8257575757576,14.0979045910684,,36,Country
123,58.8009566834972,15.3126155052101,,48,Country
124,53.364411391257,12.433030452745,,46,Country
125,58.6685219542362,13.8057539510435,,50,Country
126,53.4982953055337,12.8430195861442,,46,Country
127,56.9728424216402,15.67743265005,,49,Country
128,54.2209337124046,13.9377653701173,,41,Country
129,54.1245002855511,12.5938666884869,,45,Country
130,46.859126984127,14.0511747528901,,43,Country
131,54.5097402597403,11.768074076288,,47,Country
132,61.3644376148085,14.81283038998,,35,Country
350,57.6752470696392,13.2482799333608,0.856664776802063,67,Country
351,56.1585617447686,15.5804453773123,0.720343470573425,69,Country
352,54.3967016491754,14.6384939922883,0.70638632774353,63,Country
353,57.9216294763805,14.8865871821573,0.835060477256775,62,Country
354,65.5420626895854,15.7357957581328,0.791635572910309,66,Country
355,67.5360870163844,14.0530764095786,0.708553671836853,65,Country
356,56.3290939922481,12.8446142324293,0.720751523971558,74,Country
357,67.3369643023871,15.9797951846672,0.809885203838348,64,Country
358,61.2790799561884,13.1405727348724,0.697343170642853,64,Country
359,60.3325001893509,14.0893275661504,0.82597815990448,70,Country
360,58.7544072948328,16.8183653997534,0.723184525966644,61,Country
361,38.029689608637,22.7146634058673,0.795054197311401,74,Country
362,62.5575605680869,14.9514824020223,0.6570805311203,61,Country
363,60.4607599137216,15.0611995811168,0.825757622718811,75,Country
364,63.5220040622884,13.0508060955486,0.554195463657379,69,Country
365,52.1263693270736,16.3906508752395,0.761919438838959,62,Country
366,55.489818585709,12.8733898072008,0.825161814689636,72,Country
367,64.0272582721284,13.9527831821724,0.788755536079407,73,Country
368,57.3895348837209,14.4575496953847,0.769896984100342,67,Country
369,55.4996477881093,14.4258702990678,0.740239977836609,62,Country
370,62.0865898807075,13.4229656530561,0.665237486362457,67,Country
371,59.9910926794086,14.8920418412537,0.812268137931824,70,Country
372,64.4599233933891,14.0987787002861,0.796856701374054,66,Country
373,58.196274267759,14.3391113019071,0.862149298191071,71,Country
374,55.031302031302,12.4356091458437,0.775410771369934,64,Country
375,56.2725572347748,13.4870382241389,0.780161440372467,67,Country
376,62.9393007836046,14.6135591374036,0.812091946601868,62,Country
377,57.5298935298935,13.2335710545252,0.775404870510101,62,Country
378,61.3571213489913,13.7710060078398,0.780962467193604,73,Country
379,57.7656828520047,14.3132505305674,0.74500447511673,66,Country
380,53.6632920884889,14.6343292692782,0.694967091083527,74,Country
381,60.1215053763441,14.8919485453315,0.70939439535141,62,Country
382,60.9081267217631,12.8134835604389,0.788234233856201,62,Country
383,59.3267080745342,11.5548422683504,0.829249858856201,71,Country
384,60.9256232977163,13.7101327630973,0.742774724960327,71,Country
385,60.3549380379092,15.4347573136946,0.783556520938873,75,Country
386,53.9432985315338,13.9018108501345,0.786754786968231,61,Country
388,63.0848928286666,11.9236198246118,0.775488793849945,65,Country
389,60.8620291037672,14.471840947373,0.761253714561462,66,Country
390,56.7989720159909,13.2801794662925,0.761912405490875,70,Country
391,53.1481481481482,13.9072402071861,0.716451704502106,72,Country
392,61.6669599095136,16.1803572299513,0.707994937896729,63,Country
393,57.327597583879,13.470046188385,0.839523434638977,65,Country
394,57.8186341022162,12.7308759437572,0.769753515720367,63,Country
395,61.8040269184848,15.0683117269445,0.810969591140747,66,Country
396,61.8483102918587,14.4099373304632,0.787879288196564,67,Country
397,60.5552160258043,14.8033406988809,0.776942670345306,63,Country
398,55.4031967451322,14.4114246878377,0.725507140159607,65,Country
399,56.2086119554205,13.2701013357614,0.770240724086762,66,Country
400,55.3014763014763,15.0304541197226,0.724183082580566,68,Country
401,58.1215651135006,14.4414182023141,0.807483553886414,72,Country
402,53.2345886808332,13.0709874107361,0.697470664978027,62,Country
403,53.2667047401485,14.8099666654791,0.779681026935577,64,Country
404,66.9095607235142,11.9776314587898,0.80714738368988,61,Country
405,64.1865571935915,11.7148186449425,0.860976755619049,64,Country
406,64.5056603773585,14.0594325712763,0.735284268856049,73,Country
407,59.558082460733,14.6058641874287,0.729818105697632,63,Country
408,60.1992035742036,12.7695583092105,0.692599952220917,75,Country
409,58.0518115461181,15.2090976719095,0.840088367462158,66,Country
410,56.5640059127864,14.6486545418896,0.823047697544098,69,Country
411,57.8083916083916,13.2801932605018,0.817181348800659,61,Country
412,60.9156539089425,14.9338998215301,0.710964500904083,66,Country
413,47.890395480226,12.9942781132852,0.675488293170929,71,Country
414,67.3915380786461,12.6276712044142,0.73198401927948,62,Country
415,63.1482950951642,12.2164476496845,0.806098580360413,76,Country
416,59.4484102048511,15.5097164916009,0.717690706253052,78,Country
417,67.1616359417189,17.0990477262015,0.778335750102997,77,Country
418,56.720660257573,13.9955281448428,0.680192947387695,76,Country
419,58.8014141414141,10.5914563443916,0.841501772403717,76,Country
420,51.9573552425665,12.2925405788074,0.800091803073883,76,Country
421,58.3802245044184,14.1452484643169,0.791936457157135,78,Country
422,58.3949494949495,13.0141249894057,0.699651896953583,81,Country
423,58.9376581550495,12.9043727823226,0.828719973564148,82,Country
424,61.5982153028289,15.0285617779639,0.702834904193878,77,Country
425,62.1965539768088,12.6952299254299,0.731220185756683,78,Country
426,61.0438625204583,12.4239341924506,0.726773977279663,77,Country
427,60.1575484838744,14.4200427973436,0.773321747779846,83,Country
428,57.5327360212378,14.2093866342693,0.818775117397308,78,Country
429,58.0304259634888,14.4266026252683,0.687251627445221,79,Country
430,64.4201898188093,11.6687997064981,0.794753670692444,76,Country
431,52.9514041514041,13.3328693090147,0.802136421203613,76,Country
432,52.7334704672348,14.6476418246672,0.759577989578247,76,Country
433,61.8522278623802,12.7220998210923,0.790511012077332,77,Country
434,60.3810932657087,14.1308298622045,0.701919496059418,81,Country
435,59.5949731524657,12.6057581541955,0.805919110774994,76,Country
436,53.0893470790378,13.4918744766353,0.766582071781158,76,Country
437,55.1055249361473,13.6946918308763,0.792417645454407,80,Country
438,54.2139656460045,14.3667865152241,0.772116839885712,78,Country
0,67.173860585769,15.0348511445664,0.679398953914642,63,Jazz
1,50.5405992858252,12.4822098728989,0.617043614387512,0,Jazz
2,67.1206698063841,12.176930723006,0.518044888973236,49,Jazz
3,75.4099339124652,13.498421128029,0.793388903141022,0,Jazz
4,59.8669540229885,14.4801165003527,0.68864893913269,48,Jazz
5,58.2307692307692,18.7857449047271,0.747268319129944,36,Jazz
6,50.2071558963125,11.9905015917079,0.564662754535675,22,Jazz
7,59.1070123990328,16.8480830969768,0.70266580581665,0,Jazz
8,58.7532467532468,14.8020116707156,0.659524321556091,11,Jazz
9,53.7464634812701,12.2061334125238,0.602791130542755,50,Jazz
10,60.8259265470401,15.6038191968954,0.705831110477448,66,Jazz
11,61.5348929709865,15.3051789396021,0.714464843273163,55,Jazz
12,59.2430031446541,14.9396055587677,0.595066547393799,15,Jazz
13,63.7110375175793,14.7652928856676,0.628782391548157,54,Jazz
14,60.3052402075032,13.4922516069919,0.792607367038727,26,Jazz
15,53.0335664335664,14.7210516881447,0.71333783864975,44,Jazz
16,56.2222222222222,15.124822780453,0.757462561130524,0,Jazz
17,62.0853233830846,11.3829073885724,0.694655299186707,22,Jazz
18,60.3638296458707,15.1269244568299,0.758881628513336,40,Jazz
19,52.4215320910973,14.5289727013377,0.640801906585693,25,Jazz
20,58.6478549540347,11.763321746173,0.471044778823853,54,Jazz
21,56.4748923341947,12.8912638631466,0.788939952850342,14,Jazz
22,61.5437525944375,12.3674850296876,0.734389066696167,14,Jazz
23,49.3376623376623,11.1444009465477,0.583191454410553,37,Jazz
24,61.7732915064427,13.0229447023602,0.714932501316071,14,Jazz
25,51.7936288998358,13.9663625504352,0.743851125240326,29,Jazz
26,62.0168561819347,12.6805378569138,0.79507851600647,70,Jazz
27,51.2723029045643,15.3753617895638,0.741218030452728,47,Jazz
28,47.3986928104575,11.8284800151045,0.799855351448059,14,Jazz
29,55.026256164201,14.3089044225304,0.535981237888336,53,Jazz
30,60.3252024587765,13.753770095635,0.805163323879242,0,Jazz
31,62.2186948853616,12.8864799936726,0.71248197555542,20,Jazz
33,53.139929345722,13.7008808263897,0.620796203613281,53,Jazz
34,62.2297254164474,14.7983091469166,0.712536752223969,19,Jazz
35,54.2384981491274,13.7824649156494,0.751887798309326,50,Jazz
36,62.5040932332463,12.6170222749682,0.741898000240326,0,Jazz
37,58.4694774461509,12.4255169293808,0.788260996341705,15,Jazz
38,53.1527627084589,14.3633994662124,0.808864891529083,46,Jazz
39,57.0705901505901,14.9633299815538,0.822530150413513,55,Jazz
40,58.8503401360544,12.6619734408168,0.62935346364975,16,Jazz
41,62.7990608195107,13.3308845409602,0.723179996013641,69,Jazz
42,61.7324370155039,12.7039464726344,0.658937394618988,0,Jazz
43,54.4314960629921,13.4227750499728,0.813833951950073,23,Jazz
45,57.5804210983286,13.7271759696055,0.676551342010498,49,Jazz
46,62.7205462445686,14.0285376855926,0.711458146572113,13,Jazz
47,56.6376527050611,16.703747849553,0.820409119129181,22,Jazz
48,54.4736469129241,11.9011541871204,0.787125170230866,31,Jazz
49,46.4689655172414,13.305113616769,0.522504866123199,10,Jazz
50,52.7769935378631,14.5706906797738,0.819896101951599,12,Jazz
51,53.0327086586847,13.4913905260683,0.889439105987549,53,Jazz
52,66.0335087810725,12.4759781768303,0.607870757579803,0,Jazz
53,61.1861655773421,12.5723390182927,0.635176301002502,77,Jazz
54,56.1964499061273,13.9111570763522,0.828940212726593,27,Jazz
56,54.7941764523669,13.8785089637999,0.632333874702454,23,Jazz
57,57.5231881502381,13.2048994928058,0.801228165626526,17,Jazz
58,61.5027860696517,12.3483615123145,0.698641180992126,0,Jazz
59,54.5800865800866,13.4188539479918,0.655619204044342,38,Jazz
60,68.6130560704356,12.700731502457,0.573405146598816,58,Jazz
61,56.1653846153846,15.0100784681927,0.72529923915863,12,Jazz
62,58.7422743654628,14.6223287415342,0.712081432342529,57,Jazz
63,58.9884860362567,13.4494152019387,0.756271481513977,53,Jazz
64,55.4175695323859,14.195033020485,0.638935327529907,19,Jazz
