2.700000000000000000e+01,5.515116279069767558e+01,1.067675072517359780e+01
3.600000000000000000e+01,5.227128503437334928e+01,1.029742336522333801e+01
5.000000000000000000e+01,4.962530612244898265e+01,1.193283980126338406e+01
5.500000000000000000e+01,5.696854204476709072e+01,9.996320078696252054e+00
5.600000000000000000e+01,5.683751902587518856e+01,1.107518275209976899e+01
6.600000000000000000e+01,5.000290275761973646e+01,1.137613894484550947e+01
6.700000000000000000e+01,4.575462184873949667e+01,1.075519610906266088e+01
7.100000000000000000e+01,4.897777777777777430e+01,1.001643523274988823e+01
7.300000000000000000e+01,5.881498015873015817e+01,1.006072799637613890e+01
7.900000000000000000e+01,6.062087542087542147e+01,1.256132573752242720e+01
8.700000000000000000e+01,5.387179487179486870e+01,1.272388762756315828e+01
8.800000000000000000e+01,4.834782608695652328e+01,1.091745233075744181e+01
1.100000000000000000e+02,4.893671679197994706e+01,1.230376311192146765e+01
1.330000000000000000e+02,5.201982228298017930e+01,1.302572314831033040e+01
1.430000000000000000e+02,5.002918586789554212e+01,1.129199419164445395e+01
1.450000000000000000e+02,5.414876632801161094e+01,9.665993195618032274e+00
1.650000000000000000e+02,5.204354136429608246e+01,9.829585223142897732e+00
1.920000000000000000e+02,4.852756892230576113e+01,1.253200881610981909e+01
2.000000000000000000e+02,5.284523809523809490e+01,9.249279864104833493e+00
3.560000000000000000e+02,5.200062656641603809e+01,1.115804101563812267e+01
3.570000000000000000e+02,4.876797194623027565e+01,1.061594812925457099e+01
3.690000000000000000e+02,5.493841807909604569e+01,9.888996554997776300e+00
3.700000000000000000e+02,5.277520814061054466e+01,1.062341572574150383e+01
3.720000000000000000e+02,4.762719703977798247e+01,1.025740680952488404e+01
3.730000000000000000e+02,5.145974025974025778e+01,1.005331579003133946e+01
3.800000000000000000e+02,4.951010101010101039e+01,1.090034745947447803e+01
3.840000000000000000e+02,5.072525252525252171e+01,1.106497197168663504e+01
3.870000000000000000e+02,4.812100840336134411e+01,1.233491235674858366e+01
3.900000000000000000e+02,5.232663847780126787e+01,1.098913881968308637e+01
3.920000000000000000e+02,5.989830508474576476e+01,9.465300736438175377e+00
3.950000000000000000e+02,4.961720807726075577e+01,1.148542240244885448e+01
3.980000000000000000e+02,4.927465986394557973e+01,1.025368213537395867e+01
4.000000000000000000e+02,5.120259019426457314e+01,1.059229437109355310e+01
4.010000000000000000e+02,4.785909090909090935e+01,1.012699948919092208e+01
4.030000000000000000e+02,5.806019871420222245e+01,9.206533380501427999e+00
4.040000000000000000e+02,5.083091787439613540e+01,1.075486231472604004e+01
4.050000000000000000e+02,4.397486849795441088e+01,1.300433590744171930e+01
4.060000000000000000e+02,5.424684684684685010e+01,1.089305771002070067e+01
4.100000000000000000e+02,5.285263157894736707e+01,1.080136614593968325e+01
4.120000000000000000e+02,4.631097560975609895e+01,1.175324040525826064e+01
4.130000000000000000e+02,5.070676691729322982e+01,9.386065463522086816e+00
4.150000000000000000e+02,5.504415584415584561e+01,1.033154912896822175e+01
4.180000000000000000e+02,4.941085271317829353e+01,9.889901873807682264e+00
4.220000000000000000e+02,5.132100840336134695e+01,9.540861912948232160e+00
4.260000000000000000e+02,5.148944193061839769e+01,1.050925585676348284e+01
4.270000000000000000e+02,4.744757033248081513e+01,1.256495571699447034e+01
4.280000000000000000e+02,5.476449275362318758e+01,1.262440872901356315e+01
4.350000000000000000e+02,5.405764411027568883e+01,1.228501075240171403e+01
4.380000000000000000e+02,5.416168831168830877e+01,1.040906010235980617e+01
4.390000000000000000e+02,4.916289592760180938e+01,1.040285139294988603e+01
