Index,MeanRed,StdevRed,SSMRed
0,52.3120085299214,12.1862166751397,
1,51.7054805154479,13.090706781033,
2,53.3251313903488,11.5606224918008,
3,58.643258891646,10.9665118323937,
4,48.57967429396,12.1435612722203,
5,56.8454676566423,11.998379468616,
6,55.287366829577,13.267313250603,
7,58.4206421186287,13.5262509613445,
8,60.5383188288471,10.5436131749664,
9,60.1385512584408,12.2348019998707,
10,53.1870162297129,12.5022936706511,
11,52.1416362726168,12.9064485222112,
12,51.7882117882118,12.3712053109195,
13,53.5473530485579,11.7228648293134,
14,64.011088011088,11.1272284398991,
15,50.4436326918508,12.0565003613687,
16,56.0053869263441,11.396700120344,
17,53.2202034883721,13.5173932870366,
18,62.6487291779151,15.0971984811258,
19,56.7400055912776,13.0550065111088,
20,59.3317384370016,15.2918221378661,
21,56.9228483740368,13.3280882189563,
22,57.9069957096763,13.8227429064138,
23,62.0941073919107,15.0744283230248,
24,57.0899598393574,13.9839504558809,
25,58.9760397268777,11.8842982841511,
26,52.5757575757576,13.2754634123722,
27,55.4401392356106,14.4853538130931,
28,54.2098685801822,13.0763629964902,
29,64.2107921134556,12.9175516998535,
30,61.6887634105025,13.0340426380395,
31,60.0586148512457,13.6945002175777,
32,57.3305416963649,14.2999084033184,
33,53.0784894483525,13.9412922591301,
34,57.9165100671141,12.3203369600504,
35,59.0006060606061,12.199991705427,
36,55.872741555381,14.9993965723229,
37,56.1338519426711,14.0606856224631,
38,56.6716046384555,14.3316627842755,
39,64.3152241623407,16.0584439154489,
40,58.7838492063492,13.1462947079658,
41,63.617218114976,13.23333528456,
42,56.4599156118143,12.279758067845,
43,61.4293730360617,13.1008497078029,
44,57.3336169897884,13.3873055085464,
45,53.1338775510204,13.8802471330593,
46,58.734555984556,13.4065598041023,
47,56.3486912309334,15.4939592089101,
48,60.4994475138122,14.5996217796811,
49,55.2586956521739,12.3679987600959,
50,62.2334811529934,17.7176204630713,
51,63.2993315896542,12.9295779809802,
52,56.6100128758615,13.8493177424454,
53,66.0159387815499,14.0025077494401,
54,58.7187608771319,14.1738639526654,
55,57.8405373532277,13.5814706014981,
56,59.9473366834171,14.3488917311328,
57,54.9241584158416,13.405274214539,
58,66.0112568244498,14.9422615930293,
59,63.1338298352516,14.2687557573037,
60,65.014939309057,12.1116855476153,
61,51.3323983169706,13.0377354432038,
62,55.672131147541,12.067869970386,
63,58.9449870440502,13.3577606183742,
64,66.363619103072,14.4371225184939,
65,57.7282967345546,13.7993775536157,
66,57.3971896624771,14.4404332589586,
67,55.0099087539207,14.2937022715641,
68,57.3947904333412,15.9469149960115,
69,56.8232206861239,14.8464442125451,
70,58.841029113067,13.0085160456719,
71,59.6368348672379,13.9948466966658,
72,58.8872595696058,12.3655924302193,
76,59.5041114807608,15.1403545489216,
77,62.1364834458374,13.9316247800374,
78,61.7123947051745,14.5872008914835,
79,50.0039075773021,14.2954178728233,
80,57.9188679245283,14.1982101795723,
81,57.932093335009,13.7669869072008,
82,55.6667223614592,13.1149994940882,
83,53.5776223776224,15.4227351005999,
84,54.9475308641975,14.1882959095498,
85,56.2455867082035,14.2886872136027,
86,53.9936890418818,14.0903756694318,
87,56.1301412872841,14.2876579971075,
88,56.6930693069307,13.5059521709764,
89,62.0103828492878,12.9566869498699,
90,61.6684578579315,12.9752746593755,
91,51.3218390804598,14.1762813361491,
92,54.6190032603633,15.6932194325806,
93,57.9106243154436,12.5836829509145,
94,57.3670150987224,13.9958523484739,
95,50.4187768752986,14.0462420066614,
96,57.0125084516565,12.7959333531856,
97,60.109651659094,15.6553540559779,
98,59.7735093853515,13.6880265753208,
99,51.55085995086,13.0844072475484,
100,54.7962135319677,14.6558322286108,
101,54.0611067400997,15.0011168578838,
102,54.7389038634322,13.2735110860805,
103,56.4069154228856,13.6767494151566,
104,54.9924820726347,13.7433453344702,
105,57.2584097859327,15.6493927299466,
106,57.4625244037009,15.3189243325506,
107,57.6141514648977,14.516079754297,
108,58.2628302994715,12.1310895480092,
109,64.9416132097885,13.6685634699995,
110,56.192298929141,14.7541614915181,
111,64.0805842272145,14.1567783200747,
112,59.2841426002327,12.0545447173204,
113,60.5883201765555,14.7128453083062,
114,57.2783159753785,14.1128642128691,
115,56.378640776699,12.8884317214179,
116,54.4438311688312,13.9279952920229,
117,61.2258423837371,12.9862579921209,
118,63.3177452765049,12.2389624646118,
119,52.680794907623,12.8398693183664,
120,58.4723726977248,13.1489227415947,
121,58.8606060606061,10.7845801335175,
122,53.8257575757576,14.0979045910684,
123,58.8009566834972,15.3126155052101,
124,53.364411391257,12.433030452745,
125,58.6685219542362,13.8057539510435,
126,53.4982953055337,12.8430195861442,
127,56.9728424216402,15.67743265005,
128,54.2209337124046,13.9377653701173,
129,54.1245002855511,12.5938666884869,
130,46.859126984127,14.0511747528901,
131,54.5097402597403,11.768074076288,
132,61.3644376148085,14.81283038998,
350,57.6752470696392,13.2482799333608,0.856664776802063
351,56.1585617447686,15.5804453773123,0.720343470573425
352,54.3967016491754,14.6384939922883,0.70638632774353
353,57.9216294763805,14.8865871821573,0.835060477256775
354,65.5420626895854,15.7357957581328,0.791635572910309
355,67.5360870163844,14.0530764095786,0.708553671836853
356,56.3290939922481,12.8446142324293,0.720751523971558
357,67.3369643023871,15.9797951846672,0.809885203838348
358,61.2790799561884,13.1405727348724,0.697343170642853
359,60.3325001893509,14.0893275661504,0.82597815990448
360,58.7544072948328,16.8183653997534,0.723184525966644
361,38.029689608637,22.7146634058673,0.795054197311401
362,62.5575605680869,14.9514824020223,0.6570805311203
363,60.4607599137216,15.0611995811168,0.825757622718811
364,63.5220040622884,13.0508060955486,0.554195463657379
365,52.1263693270736,16.3906508752395,0.761919438838959
366,55.489818585709,12.8733898072008,0.825161814689636
367,64.0272582721284,13.9527831821724,0.788755536079407
368,57.3895348837209,14.4575496953847,0.769896984100342
369,55.4996477881093,14.4258702990678,0.740239977836609
370,62.0865898807075,13.4229656530561,0.665237486362457
371,59.9910926794086,14.8920418412537,0.812268137931824
372,64.4599233933891,14.0987787002861,0.796856701374054
373,58.196274267759,14.3391113019071,0.862149298191071
374,55.031302031302,12.4356091458437,0.775410771369934
375,56.2725572347748,13.4870382241389,0.780161440372467
376,62.9393007836046,14.6135591374036,0.812091946601868
377,57.5298935298935,13.2335710545252,0.775404870510101
378,61.3571213489913,13.7710060078398,0.780962467193604
379,57.7656828520047,14.3132505305674,0.74500447511673
380,53.6632920884889,14.6343292692782,0.694967091083527
381,60.1215053763441,14.8919485453315,0.70939439535141
382,60.9081267217631,12.8134835604389,0.788234233856201
383,59.3267080745342,11.5548422683504,0.829249858856201
384,60.9256232977163,13.7101327630973,0.742774724960327
385,60.3549380379092,15.4347573136946,0.783556520938873
386,53.9432985315338,13.9018108501345,0.786754786968231
388,63.0848928286666,11.9236198246118,0.775488793849945
389,60.8620291037672,14.471840947373,0.761253714561462
390,56.7989720159909,13.2801794662925,0.761912405490875
391,53.1481481481482,13.9072402071861,0.716451704502106
392,61.6669599095136,16.1803572299513,0.707994937896729
393,57.327597583879,13.470046188385,0.839523434638977
394,57.8186341022162,12.7308759437572,0.769753515720367
395,61.8040269184848,15.0683117269445,0.810969591140747
396,61.8483102918587,14.4099373304632,0.787879288196564
397,60.5552160258043,14.8033406988809,0.776942670345306
398,55.4031967451322,14.4114246878377,0.725507140159607
399,56.2086119554205,13.2701013357614,0.770240724086762
400,55.3014763014763,15.0304541197226,0.724183082580566
401,58.1215651135006,14.4414182023141,0.807483553886414
402,53.2345886808332,13.0709874107361,0.697470664978027
403,53.2667047401485,14.8099666654791,0.779681026935577
404,66.9095607235142,11.9776314587898,0.80714738368988
405,64.1865571935915,11.7148186449425,0.860976755619049
406,64.5056603773585,14.0594325712763,0.735284268856049
407,59.558082460733,14.6058641874287,0.729818105697632
408,60.1992035742036,12.7695583092105,0.692599952220917
409,58.0518115461181,15.2090976719095,0.840088367462158
410,56.5640059127864,14.6486545418896,0.823047697544098
411,57.8083916083916,13.2801932605018,0.817181348800659
412,60.9156539089425,14.9338998215301,0.710964500904083
413,47.890395480226,12.9942781132852,0.675488293170929
414,67.3915380786461,12.6276712044142,0.73198401927948
415,63.1482950951642,12.2164476496845,0.806098580360413
416,59.4484102048511,15.5097164916009,0.717690706253052
417,67.1616359417189,17.0990477262015,0.778335750102997
418,56.720660257573,13.9955281448428,0.680192947387695
419,58.8014141414141,10.5914563443916,0.841501772403717
420,51.9573552425665,12.2925405788074,0.800091803073883
421,58.3802245044184,14.1452484643169,0.791936457157135
422,58.3949494949495,13.0141249894057,0.699651896953583
423,58.9376581550495,12.9043727823226,0.828719973564148
424,61.5982153028289,15.0285617779639,0.702834904193878
425,62.1965539768088,12.6952299254299,0.731220185756683
426,61.0438625204583,12.4239341924506,0.726773977279663
427,60.1575484838744,14.4200427973436,0.773321747779846
428,57.5327360212378,14.2093866342693,0.818775117397308
429,58.0304259634888,14.4266026252683,0.687251627445221
430,64.4201898188093,11.6687997064981,0.794753670692444
431,52.9514041514041,13.3328693090147,0.802136421203613
432,52.7334704672348,14.6476418246672,0.759577989578247
433,61.8522278623802,12.7220998210923,0.790511012077332
434,60.3810932657087,14.1308298622045,0.701919496059418
435,59.5949731524657,12.6057581541955,0.805919110774994
436,53.0893470790378,13.4918744766353,0.766582071781158
437,55.1055249361473,13.6946918308763,0.792417645454407
438,54.2139656460045,14.3667865152241,0.772116839885712
