Index,MeanRedund,StdevRedund,SSM
0,67.173860585769,15.0348511445664,0.679398953914642
1,50.5405992858252,12.4822098728989,0.617043614387512
2,67.1206698063841,12.176930723006,0.518044888973236
3,75.4099339124652,13.498421128029,0.793388903141022
4,59.8669540229885,14.4801165003527,0.68864893913269
5,58.2307692307692,18.7857449047271,0.747268319129944
6,50.2071558963125,11.9905015917079,0.564662754535675
7,59.1070123990328,16.8480830969768,0.70266580581665
8,58.7532467532468,14.8020116707156,0.659524321556091
9,53.7464634812701,12.2061334125238,0.602791130542755
10,60.8259265470401,15.6038191968954,0.705831110477448
11,61.5348929709865,15.3051789396021,0.714464843273163
12,59.2430031446541,14.9396055587677,0.595066547393799
13,63.7110375175793,14.7652928856676,0.628782391548157
14,60.3052402075032,13.4922516069919,0.792607367038727
15,53.0335664335664,14.7210516881447,0.71333783864975
16,56.2222222222222,15.124822780453,0.757462561130524
17,62.0853233830846,11.3829073885724,0.694655299186707
18,60.3638296458707,15.1269244568299,0.758881628513336
19,52.4215320910973,14.5289727013377,0.640801906585693
20,58.6478549540347,11.763321746173,0.471044778823853
21,56.4748923341947,12.8912638631466,0.788939952850342
22,61.5437525944375,12.3674850296876,0.734389066696167
23,49.3376623376623,11.1444009465477,0.583191454410553
24,61.7732915064427,13.0229447023602,0.714932501316071
25,51.7936288998358,13.9663625504352,0.743851125240326
26,62.0168561819347,12.6805378569138,0.79507851600647
27,51.2723029045643,15.3753617895638,0.741218030452728
28,47.3986928104575,11.8284800151045,0.799855351448059
29,55.026256164201,14.3089044225304,0.535981237888336
30,60.3252024587765,13.753770095635,0.805163323879242
31,62.2186948853616,12.8864799936726,0.71248197555542
33,53.139929345722,13.7008808263897,0.620796203613281
34,62.2297254164474,14.7983091469166,0.712536752223969
35,54.2384981491274,13.7824649156494,0.751887798309326
36,62.5040932332463,12.6170222749682,0.741898000240326
37,58.4694774461509,12.4255169293808,0.788260996341705
38,53.1527627084589,14.3633994662124,0.808864891529083
39,57.0705901505901,14.9633299815538,0.822530150413513
40,58.8503401360544,12.6619734408168,0.62935346364975
41,62.7990608195107,13.3308845409602,0.723179996013641
42,61.7324370155039,12.7039464726344,0.658937394618988
43,54.4314960629921,13.4227750499728,0.813833951950073
45,57.5804210983286,13.7271759696055,0.676551342010498
46,62.7205462445686,14.0285376855926,0.711458146572113
47,56.6376527050611,16.703747849553,0.820409119129181
48,54.4736469129241,11.9011541871204,0.787125170230866
49,46.4689655172414,13.305113616769,0.522504866123199
50,52.7769935378631,14.5706906797738,0.819896101951599
51,53.0327086586847,13.4913905260683,0.889439105987549
