Index,MeanRedund,StdevRedund
0,71.3563748079877,9.76348274546614
1,53.6488549618321,15.0283174901977
2,53.9354084645669,12.296848636871
3,59.119014785873,12.015639501279
4,60.8899108138239,12.0900580768957
5,57.355795148248,13.2028811349149
6,64.7635624538064,11.5063934677581
7,63.1535961272476,10.7967961252375
8,56.421153455432,12.8931033949498
9,57.7050758765045,11.1767489828313
10,53.6847290640394,12.4506695503244
11,53.7857366280888,12.412826838605
12,56.3051075853075,11.4834400672179
13,61.8387726638773,12.3789346263113
14,63.2499129049918,11.5484511020352
15,57.8533670420593,11.8878326760362
16,56.2917131178001,12.5469946064329
17,61.991706539075,13.3897402607776
18,60.1309284222518,12.4961730368057
19,59.6842730923695,10.8813718005944
20,52.7310531496063,12.265186644256
21,55.3839168509827,12.8051120183368
22,59.4280592052208,11.8046547110243
23,57.5747677808665,12.8737955749092
24,60.7320197044335,12.8037162103179
25,56.3193033999702,12.5278723870035
26,50.662323037323,13.406740990957
27,61.4683136998255,11.4234342965119
28,53.0713548387097,12.8412618251162
29,61.4632521926739,11.7281870255504
30,57.6289818645162,12.7854962950408
31,53.9789473684211,12.7469557624113
32,53.2423376623377,13.097317054109
33,67.6471189773845,10.9566051188849
34,57.2653968253968,12.5245020590304
35,58.5645080357271,12.5524607716562
36,61.7099029775845,11.9798670866502
37,58.7181407272482,11.2374522945648
38,59.6569486851177,10.7251698091577
39,47.348623853211,11.2553305035919
40,55.9542324246772,12.2449634390489
41,56.1464109270561,11.2617691762725
42,61.1557941910117,10.8360814485459
43,56.3154321817449,12.4461865621124
44,55.9237838377784,12.5028289559496
45,56.1456284879086,11.7308885735003
46,54.8802889576883,11.450043158163
47,51.8067226890756,11.2696841630981
48,54.1291597671065,14.3190683636022
49,54.9778906167354,12.9046351145977
50,64.8704553957079,12.6816369102362
51,50.5107252298264,12.1822069794341
52,55.8592814371258,13.6346327199041
53,53.3763440860215,11.8894389489138
54,48.580927384077,13.6089614119158
55,55.6932264397906,13.1870963101323
56,59.7346000347041,13.3747450607632
57,59.5500414741083,11.3096639357372
58,52.1247852233677,11.3451067667243
59,62.1993369499699,11.231977172069
60,50.2851259689922,11.5719166738872
61,57.6968412942989,12.3925439952351
62,56.1899413821979,11.3959713689406
63,66.0856320170345,11.8125911642959
64,65.1431486583002,12.4123735256007
65,61.2120652508464,12.1222051167277
66,57.3080268035358,10.9426272166978
67,49.7087151841869,11.8545605943341
68,63.4272163256935,11.8453312191014
69,64.8016210470369,11.5915449556837
70,58.9571178921898,11.4676369500604
71,55.2737157855268,12.5832042093892
72,64.2603254067585,11.114866776117
73,51.4828188701223,11.4976572822469
74,50.2906474820144,11.0780657375368
75,52.9691089108911,13.440335192883
76,56.6285574374928,14.0810773145529
77,54.7847462131278,13.3207895640133
78,62.8666604532675,14.6781248956128
79,64.7554415954416,11.0680044723801
80,56.440781864446,12.9876771267807
81,58.2519321597252,12.0214658587638
82,57.2074475287745,12.8668240083279
83,58.7114830237028,11.6973309911696
84,61.2028362935426,11.7031293163014
85,56.6683937823834,12.2973230454317
86,54.8487271757964,13.6972914984987
87,60.1460911049554,12.3123127978392
88,56.8666359021689,11.9976670551409
89,52.3814581694204,13.8970557562383
90,60.2656684387651,13.3739413843007
91,63.863742642909,10.8810005193635
92,63.1212515397881,12.3690814977647
93,55.788947885939,13.0433322053422
94,56.2541973039216,12.4007677915085
95,59.1935413101663,10.0298604006696
96,50.7266430887121,13.2083996694793
97,50.8678330682421,12.8339518871228
98,58.5344672452326,11.9354516443401
99,57.4423302225993,13.4087963574248
100,55.4651162790698,12.8940081849168
101,61.893811208532,10.8403721716942
102,56.6050744622173,10.6317256700617
103,55.5989482071713,11.8738690838842
104,55.0777683854607,15.1471465445937
105,54.1929318427696,12.4407254033923
106,54.9393057110862,10.9176552602866
107,53.4941236068896,12.5052497959411
108,59.7196261682243,12.150866699412
109,53.2508568269762,12.3303515101881
110,57.6506710792425,11.4613612226327
111,61.6723604035561,12.284963242042
112,52.7573885658915,13.43624160007
113,51.7034610454351,11.8085702348867
114,52.7254887814732,12.5412025213702
115,57.5811093668237,11.0151975803069
116,54.746865641338,14.1655404365226
117,53.8766551786686,11.9002377513339
118,53.3256109171692,12.1390083668141
119,62.081369982548,10.9186529739424
120,55.378423800329,13.1384076342671
121,56.8609455292909,12.5182984640017
122,60.6431952091181,10.9552974302494
123,52.9619796551475,11.0829683925527
124,57.7763143082292,11.5801711710604
125,60.3073140597974,11.5922156927022
126,61.7544836116265,12.3900448629172
127,54.5332873668888,12.7807468472953
128,61.2087635808566,12.1117096374381
129,55.0252100840336,12.5520848915541
130,56.5437136465324,11.1297348303772
131,62.1014510909281,11.1013609072063
132,49.8572713643178,13.2500692897333
133,66.5312870411322,10.6610061891631
134,54.838722848277,11.5350422853447
135,60.524760034904,12.5173935681504
136,53.8965646004481,11.8462793621157
137,55.388111444637,13.3191574454221
138,50.1996691480562,13.6245047524644
139,57.4923356392774,11.0335360387305
140,58.1288302529183,11.6913845754566
141,50.2427835999265,12.6744557407559
142,62.5490196078431,10.7626576820235
143,65.7521277741866,10.6691036895162
144,58.2085999312006,11.4594438246265
145,57.6643366043823,12.1755809143154
146,59.278016162483,11.862491698707
147,52.5419506462985,12.8597310227085
148,47.2023988005997,11.2943097852908
149,56.5238828967643,10.8916935277327
150,55.2999915519135,12.034146443936
151,55.8344440918227,12.4109689006782
152,59.7144798616259,11.7502990775212
153,48.7599003409389,11.8033729989417
154,53.253702437913,10.8997586969909
155,53.015678588927,11.9289262114328
156,56.1669123669124,12.9935592707393
157,64.3121697274107,10.5600780406606
158,56.6274156074894,13.2736448958756
159,56.657380952381,12.5852077240723
160,56.205728697532,12.6767505462778
161,60.3640104012376,11.6038357712976
162,58.9178179746475,10.2313056633916
163,49.9476718403548,12.3221027701733
164,65.8609575730042,10.4906282086321
165,50.7753769219286,12.8046995148116
166,49.8993848399541,12.6114586883599
167,54.6365312107248,11.0632915524361
168,56.6431389123697,12.6917364221812
169,53.3560199004975,12.4864749149069
170,54.798773161323,13.0928698203066
171,55.2781571369807,12.9416357500936
172,62.6131717649377,10.2214127617887
173,50.4846695867454,12.9225226613083
174,57.4325850248689,11.2632645965048
175,53.9464039408867,13.4400188287062
176,55.6085457271364,12.3769803309602
177,47.0569153069153,12.589426223809
178,55.885001082173,12.5289843365213
179,53.9138249754179,12.5378046855573
180,61.6232188323581,10.6746044399299
181,56.5588987217306,11.1334976921862
182,61.0284621228565,10.9157874498818
183,58.0158032443747,11.5167096481977
184,60.6541800740696,11.1416286020551
185,51.1570530098832,13.411938571916
186,52.1695190055846,12.953914700731
187,61.5767224080268,10.9846112060831
188,55.1407505518764,12.8307221114109
190,56.1073467595207,12.2577545226395
191,57.9286418709496,11.5523747441759
192,59.5713321055863,11.3157745360774
193,51.6192975878015,11.1773512474531
194,59.2929460580913,11.8564870412092
195,64.1210241615579,10.7360453677103
196,65.1551794377986,10.1735100790098
197,62.5874948580831,12.0095043234299
198,57.9228287841191,11.1748454644486
199,57.0895782502614,11.1855446598562
200,58.1947027331643,11.5276623506506
